republican.therm,democrat.therm,gender,race,partisanship,income,education,age,religion
5,73,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,34,Other
100,100,Male,African American,Democrat,"Less than 30,000",Some College,27,Other
55,55,Male,White/Caucasian,Independent,"Less than 30,000",High School / GED,76,Christian
31,70,Female,White/Caucasian,Independent,"30,000 - 39,999",2-year College Degree,70,Other
12,94,Female,Hispanic,Democrat,"100,000 or more",Some College,32,Other
55,52,Female,African American,Democrat,"Less than 30,000",2-year College Degree,27,Christian
8,56,Female,African American,Democrat,"60,000 - 69,999",4-year College Degree,30,Other
75,1,Male,White/Caucasian,Republican,"50,000 - 59,999",Some College,53,Christian
90,75,Female,White/Caucasian,Independent,"100,000 or more",2-year College Degree,36,Christian
0,51,Male,White/Caucasian,Independent,"Less than 30,000",2-year College Degree,64,Other
53,62,Female,White/Caucasian,Democrat,"60,000 - 69,999",4-year College Degree,59,Christian
100,100,Male,White/Caucasian,Democrat,"100,000 or more",Masters Degree,40,Christian
52,35,Female,African American,Democrat,"60,000 - 69,999",Some College,37,Christian
81,89,Male,White/Caucasian,Democrat,"70,000 - 79,999",Masters Degree,37,Christian
87,87,Female,White/Caucasian,Democrat,"80,000 - 89,999",4-year College Degree,34,Muslim
51,51,Male,Hispanic,Democrat,"50,000 - 59,999",4-year College Degree,26,Christian
62,61,Male,White/Caucasian,Independent,"30,000 - 39,999",2-year College Degree,19,Other
75,7,Male,White/Caucasian,Republican,"Less than 30,000",Some College,46,Christian
38,59,Female,African American,Democrat,"Less than 30,000",Some College,29,Other
29,58,Male,White/Caucasian,Democrat,"30,000 - 39,999",Some College,46,Jewish
0,51,Female,White/Caucasian,Independent,"30,000 - 39,999",Some College,60,Christian
1,98,Male,White/Caucasian,Democrat,"Less than 30,000",High School / GED,43,Christian
79,34,Male,White/Caucasian,Republican,"70,000 - 79,999",4-year College Degree,34,Athiest
86,32,Female,White/Caucasian,Republican,"70,000 - 79,999",4-year College Degree,72,Christian
100,100,Female,White/Caucasian,Independent,"40,000 - 49,999",4-year College Degree,26,Christian
11,93,Male,White/Caucasian,Democrat,"Less than 30,000",2-year College Degree,51,Christian
64,87,Male,White/Caucasian,Independent,"60,000 - 69,999",4-year College Degree,77,Other
0,80,Female,White/Caucasian,Democrat,"Less than 30,000",High School / GED,50,Christian
2,44,Female,African American,Democrat,"40,000 - 49,999",Some College,48,Other
51,52,Female,African American,Democrat,"60,000 - 69,999",2-year College Degree,30,Christian
60,43,Male,White/Caucasian,Republican,"50,000 - 59,999",4-year College Degree,80,Christian
76,43,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,37,Christian
82,76,Male,White/Caucasian,Republican,"Less than 30,000",Some College,55,Christian
59,56,Female,White/Caucasian,Democrat,"100,000 or more",Some College,29,Christian
83,62,Female,White/Caucasian,Republican,"30,000 - 39,999",2-year College Degree,37,Christian
89,0,Female,White/Caucasian,Republican,"30,000 - 39,999",Some College,59,Christian
55,58,Female,African American,Democrat,"30,000 - 39,999",High School / GED,61,Christian
51,4,Male,White/Caucasian,Republican,"100,000 or more",2-year College Degree,66,Christian
41,71,Female,White/Caucasian,Democrat,"50,000 - 59,999",High School / GED,57,Christian
31,55,Male,White/Caucasian,Independent,"40,000 - 49,999",4-year College Degree,54,Christian
0,100,Male,White/Caucasian,Republican,"Less than 30,000",Some College,29,Christian
81,0,Male,White/Caucasian,Republican,"40,000 - 49,999",4-year College Degree,46,Christian
34,100,Female,White/Caucasian,Democrat,"40,000 - 49,999",High School / GED,83,Athiest
83,83,Male,White/Caucasian,Republican,"80,000 - 89,999",High School / GED,53,Christian
26,84,Female,White/Caucasian,Democrat,"60,000 - 69,999",High School / GED,46,Other
25,84,Female,White/Caucasian,Democrat,"40,000 - 49,999",Some College,25,Athiest
0,8,Female,African American,Independent,"30,000 - 39,999",Some College,25,Other
58,58,Male,White/Caucasian,Republican,"30,000 - 39,999",2-year College Degree,40,Christian
0,100,Male,White/Caucasian,Democrat,"Less than 30,000",Less than High School,34,Athiest
81,39,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,60,Christian
100,100,Female,White/Caucasian,Republican,"50,000 - 59,999",High School / GED,57,Other
100,100,Female,Hispanic,Independent,"60,000 - 69,999",2-year College Degree,35,Christian
0,100,Male,White/Caucasian,Democrat,"Less than 30,000",High School / GED,21,Other
19,100,Female,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,58,Christian
31,98,Male,White/Caucasian,Democrat,"90,000 - 99,999",Masters Degree,30,Christian
46,0,Female,White/Caucasian,Independent,"50,000 - 59,999",4-year College Degree,76,Christian
60,53,Female,White/Caucasian,Other,"60,000 - 69,999",4-year College Degree,18,Jewish
23,51,Female,White/Caucasian,Democrat,"30,000 - 39,999",High School / GED,59,Other
41,31,Male,White/Caucasian,Independent,"Less than 30,000",4-year College Degree,46,Christian
54,94,Male,African American,Democrat,"Less than 30,000",Less than High School,28,Christian
41,56,Female,White/Caucasian,Other,"60,000 - 69,999",Some College,56,Other
36,51,Female,Other,Democrat,"Less than 30,000",High School / GED,22,Other
80,100,Male,White/Caucasian,Independent,"Less than 30,000",Some College,24,Christian
60,15,Male,White/Caucasian,Republican,"Less than 30,000",4-year College Degree,37,Christian
5,68,Male,White/Caucasian,Democrat,"50,000 - 59,999",2-year College Degree,47,Christian
43,100,Male,Hispanic,Democrat,"40,000 - 49,999",2-year College Degree,37,Christian
70,71,Female,White/Caucasian,Democrat,"60,000 - 69,999",Masters Degree,58,Christian
100,0,Male,White/Caucasian,Republican,"Less than 30,000",High School / GED,48,Christian
0,100,Female,African American,Democrat,"Less than 30,000",Some College,41,Other
77,0,Male,White/Caucasian,Independent,"Less than 30,000",Some College,76,Christian
76,75,Female,African American,Democrat,"Less than 30,000",High School / GED,27,Christian
41,100,Female,African American,Democrat,"Less than 30,000",2-year College Degree,38,Other
73,72,Female,Hispanic,Independent,"Less than 30,000",High School / GED,26,Other
100,16,Female,White/Caucasian,Republican,"Less than 30,000",High School / GED,79,Christian
69,94,Female,African American,Republican,"40,000 - 49,999",High School / GED,19,Christian
72,63,Male,White/Caucasian,Republican,"90,000 - 99,999",4-year College Degree,47,Christian
72,10,Male,White/Caucasian,Republican,"80,000 - 89,999",Some College,75,Other
1,5,Female,White/Caucasian,Democrat,"70,000 - 79,999",Some College,77,Christian
52,68,Female,African American,Democrat,"Less than 30,000",High School / GED,62,Christian
51,51,Male,White/Caucasian,Independent,"40,000 - 49,999",High School / GED,85,Christian
44,67,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,39,Christian
41,41,Female,White/Caucasian,Independent,"100,000 or more",4-year College Degree,59,Christian
0,99,Male,Hispanic,Democrat,"60,000 - 69,999",Some College,71,Other
74,55,Female,Hispanic,Independent,"Less than 30,000",4-year College Degree,36,Jewish
10,0,Male,White/Caucasian,Republican,"30,000 - 39,999",High School / GED,37,Athiest
32,86,Female,African American,Democrat,"Less than 30,000",Some College,43,Christian
88,100,Male,White/Caucasian,Democrat,"100,000 or more",Masters Degree,40,Muslim
28,49,Female,Pacific Islander,Other,"60,000 - 69,999",4-year College Degree,19,Buddhist
60,42,Male,White/Caucasian,Republican,"70,000 - 79,999",High School / GED,53,Christian
49,53,Male,Hispanic,Democrat,"70,000 - 79,999",4-year College Degree,29,Other
91,51,Female,Hispanic,Democrat,"30,000 - 39,999",Some College,25,Christian
85,43,Female,Native American,Republican,"Less than 30,000",Some College,50,Christian
100,37,Male,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,75,Christian
92,23,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,47,Other
76,74,Male,White/Caucasian,Republican,"90,000 - 99,999",Doctoral Degree,60,Other
80,18,Male,White/Caucasian,Republican,"70,000 - 79,999",Masters Degree,49,Christian
100,100,Female,African American,Democrat,"Less than 30,000",High School / GED,24,Christian
0,100,Female,African American,Democrat,"Less than 30,000",2-year College Degree,52,Christian
57,100,Male,White/Caucasian,Independent,"100,000 or more",Doctoral Degree,36,Christian
20,83,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,50,Christian
0,100,Female,African American,Democrat,"Less than 30,000",Some College,61,Christian
67,81,Male,African American,Democrat,"50,000 - 59,999",High School / GED,25,Christian
90,20,Female,White/Caucasian,Republican,"Less than 30,000",Some College,61,Buddhist
74,60,Male,White/Caucasian,Republican,"80,000 - 89,999",Masters Degree,48,Christian
75,72,Male,Hispanic,Democrat,"30,000 - 39,999",Some College,20,Christian
59,50,Female,Hispanic,Independent,"70,000 - 79,999",2-year College Degree,35,Christian
82,57,Female,Hispanic,Republican,"Less than 30,000",4-year College Degree,19,Jewish
68,54,Female,Hispanic,Republican,"100,000 or more",4-year College Degree,35,Christian
84,61,Male,Hispanic,Republican,"40,000 - 49,999",4-year College Degree,43,Christian
51,51,Female,White/Caucasian,Republican,"100,000 or more",Masters Degree,28,Christian
84,85,Male,White/Caucasian,Independent,"90,000 - 99,999",Doctoral Degree,38,Christian
89,95,Male,White/Caucasian,Democrat,"70,000 - 79,999","Professional Degree (JD, MD)",32,Christian
85,94,Male,Hispanic,Republican,"100,000 or more",4-year College Degree,37,Athiest
89,91,Female,White/Caucasian,Independent,"100,000 or more",4-year College Degree,32,Christian
86,43,Female,White/Caucasian,Republican,"40,000 - 49,999",2-year College Degree,56,Christian
12,64,Male,White/Caucasian,Democrat,"60,000 - 69,999",Doctoral Degree,36,Other
35,52,Female,Other,Independent,"Less than 30,000",Some College,21,Athiest
28,59,Male,Asian,Democrat,"Less than 30,000",Less than High School,22,Muslim
7,5,Female,White/Caucasian,Independent,"50,000 - 59,999",High School / GED,35,Christian
86,70,Male,Hispanic,Republican,"80,000 - 89,999",2-year College Degree,24,Christian
73,42,Male,White/Caucasian,Republican,"Less than 30,000",2-year College Degree,53,Christian
98,60,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,37,Christian
82,100,Female,African American,Democrat,"Less than 30,000",Some College,24,Other
51,62,Female,Asian,Democrat,"100,000 or more",High School / GED,20,Athiest
78,34,Female,White/Caucasian,Republican,"50,000 - 59,999",Some College,76,Christian
24,53,Male,African American,Democrat,"Less than 30,000",High School / GED,24,Christian
50,50,Female,African American,Democrat,"Less than 30,000",High School / GED,51,Christian
0,100,Female,Hispanic,Democrat,"100,000 or more",4-year College Degree,37,Christian
12,61,Male,White/Caucasian,Democrat,"100,000 or more","Professional Degree (JD, MD)",37,Athiest
36,83,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,37,Christian
84,85,Female,Hispanic,Democrat,"Less than 30,000",Some College,23,Other
0,76,Female,White/Caucasian,Other,"40,000 - 49,999",Some College,58,Athiest
0,100,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,46,Other
66,32,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,33,Christian
7,92,Male,White/Caucasian,Democrat,"90,000 - 99,999",4-year College Degree,37,Christian
19,97,Female,Asian,Democrat,"80,000 - 89,999",Doctoral Degree,24,Christian
66,33,Female,White/Caucasian,Independent,"100,000 or more",4-year College Degree,21,Athiest
38,38,Male,White/Caucasian,Independent,"100,000 or more",4-year College Degree,38,Christian
81,41,Female,White/Caucasian,Republican,"30,000 - 39,999",Less than High School,88,Christian
73,70,Male,White/Caucasian,Republican,"30,000 - 39,999",High School / GED,35,Christian
65,66,Male,White/Caucasian,Independent,"100,000 or more",Masters Degree,36,Christian
43,50,Male,White/Caucasian,Democrat,"Less than 30,000","Professional Degree (JD, MD)",62,Christian
52,74,Male,White/Caucasian,Democrat,"30,000 - 39,999",4-year College Degree,64,Christian
91,38,Male,White/Caucasian,Republican,"100,000 or more",Some College,21,Christian
87,27,Male,White/Caucasian,Republican,"90,000 - 99,999",Masters Degree,82,Christian
2,66,Female,African American,Democrat,"40,000 - 49,999",4-year College Degree,31,Christian
34,78,Male,African American,Independent,"Less than 30,000",High School / GED,37,Other
82,27,Male,White/Caucasian,Republican,"Less than 30,000",Some College,89,Christian
41,91,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,64,Christian
87,1,Male,Hispanic,Republican,"100,000 or more",4-year College Degree,69,Christian
75,72,Female,White/Caucasian,Independent,"Less than 30,000",4-year College Degree,85,Christian
89,72,Female,White/Caucasian,Republican,"100,000 or more",Some College,75,Christian
39,56,Female,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,26,Christian
37,49,Male,White/Caucasian,Independent,"50,000 - 59,999",4-year College Degree,40,Other
22,67,Male,White/Caucasian,Democrat,"Less than 30,000",High School / GED,35,Christian
57,6,Male,White/Caucasian,Republican,"70,000 - 79,999",4-year College Degree,33,Christian
86,52,Female,White/Caucasian,Republican,"70,000 - 79,999",Some College,35,Christian
53,40,Male,White/Caucasian,Republican,"50,000 - 59,999",2-year College Degree,54,Other
61,12,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,55,Jewish
82,38,Male,White/Caucasian,Republican,"50,000 - 59,999",Some College,29,Christian
11,64,Female,Asian,Democrat,"70,000 - 79,999",4-year College Degree,26,Christian
85,73,Male,White/Caucasian,Democrat,"60,000 - 69,999",High School / GED,22,Christian
2,82,Male,White/Caucasian,Democrat,"40,000 - 49,999",Some College,67,Christian
51,51,Female,African American,Democrat,"Less than 30,000",Less than High School,38,Other
24,98,Female,Hispanic,Democrat,"50,000 - 59,999",Some College,67,Christian
85,31,Female,White/Caucasian,Republican,"50,000 - 59,999",High School / GED,76,Christian
53,80,Male,White/Caucasian,Republican,"40,000 - 49,999",High School / GED,54,Christian
100,0,Female,White/Caucasian,Independent,"Less than 30,000",4-year College Degree,66,Christian
100,100,Male,Other,Independent,"Less than 30,000",Some College,21,Athiest
60,44,Male,White/Caucasian,Independent,"90,000 - 99,999",4-year College Degree,75,Christian
70,9,Male,White/Caucasian,Republican,"50,000 - 59,999",High School / GED,66,Christian
51,98,Male,White/Caucasian,Democrat,"60,000 - 69,999",4-year College Degree,28,Christian
46,52,Female,White/Caucasian,Democrat,"50,000 - 59,999",2-year College Degree,26,Other
80,0,Male,White/Caucasian,Republican,"70,000 - 79,999",2-year College Degree,46,Christian
7,88,Female,African American,Independent,"30,000 - 39,999",Some College,64,Christian
100,15,Male,White/Caucasian,Republican,"80,000 - 89,999",Masters Degree,26,Christian
88,92,Female,White/Caucasian,Democrat,"90,000 - 99,999",4-year College Degree,31,Christian
74,43,Male,White/Caucasian,Republican,"80,000 - 89,999",Masters Degree,77,Christian
37,8,Male,White/Caucasian,Independent,"100,000 or more",Masters Degree,75,Christian
20,10,Female,African American,Republican,"60,000 - 69,999",4-year College Degree,34,Christian
